id,prospect_id,isnewleadprimary,assigned_to_user_id,position_role_id,leadid,name1,name2,email1,email2,mobile1,mobile2,landline1,landline2,camp_name,camp_id,reason,lastcalldate,cool_off_flag,cool_off_timestamp,is_member,product_id,interested,dnc_flag,is_active_lead_primary,hfrp_id,type_of_lead,handheld,qualified,qualified_at,qma_date,qma_flag,sms_confirmed,refer_id,age_group,offer,active_lead_id,web_data_source,city,data_collt_date,lead_stage,pullpushflag,status,lead_score,lead_status,lead_call_status,is_active,reason_for_interested,reason_for_followup,reason_for_qualified,callback_date,app_date,venue_list,app_address,app_location,pincode,remark,no_of_calls,no_of_call_attempts,landmark,sales_owner,marital_status,car_model,car_make,campaign_sub_type,price_bracket,occupation,last_call_date,promoter_name,promoter_agency,owner_user_id,keyword,placement,event_string,mobile_device,time_spent,os,concatenated_string,voucher_no,coupon_status,coupon_gen_date,voucher_valid_upto,car_make1,car_model1,car_make2,car_model2,type,team,calldisabled,opc_level_info,data_collection_date,preferredTime,prospectcity,prospectcountry,cardtype,frequentflyer,doyouownacar,daysholidaysinayr,adv_holiday_planned,refersourceId,datasource,source,mobiledevice,concatstring,lead_control_location,excel_type,is_web,is_excel,is_opportunity,opportunity_id,ib_lead_id,preferred_communication,preferred_day,preferred_time,device,response_coupon_no,web_accessed_from,device_serial_no,guest_member_flag,hep_member_id,lead_generated_user_2,no_of_times_leads_created,HFRP_referred_by,reason_for_rejection,reason_for_inactivation,cool_off_end_date,hep_average_rating,fresh_lead,hep_checkin_date,cooloff_end_date,referred_prospect_first_name,hep_source_name,hfrp_member_id,lead_generated_user_1,prname,reason_rej_inactive,is_segment,reason_id,created_at,created_by,updated_by,updated_at,track_record_id,is_customer
102,P-ol8522c6t6,Y,NULL,126,L-3elnrxopwr,Test_262.,,,,7000000266,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-eb7hlumdv2,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
103,P-b71cm63hga,Y,NULL,126,L-cfzcydjvgv,Test_263.,,,,7000000267,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-sotea77z7k,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
104,P-i8wszs35oc,Y,NULL,126,L-764w6jk5hl,Test_264.,,,,7000000268,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-4ka0cozs2c,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
105,P-qprvngnhdg,Y,NULL,126,L-ctv284e69a,Test_265.,,,,7000000269,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-6vtckndicx,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
106,P-3iyc1k86ef,Y,NULL,126,L-1r0iqq8eao,Test_266.,,,,7000000270,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-h5yqo4qwn1,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
107,P-py087zcxvf,Y,NULL,126,L-g2om840pbk,Test_267.,,,,7000000271,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-k5yrth9gry,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
108,P-n9kwe41u2t,Y,NULL,126,L-owl5kjy083,Test_268.,,,,7000000272,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-ffx8us67b4,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
109,P-3csjab0p7k,Y,NULL,126,L-6p3abnay1z,Test_269.,,,,7000000273,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-km0d95i0i2,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
110,P-4dv26dw6je,Y,NULL,126,L-nu6n1hhydr,Test_270.,,,,7000000274,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-j9fvjni832,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
111,P-tssbsnndka,Y,NULL,126,L-2rgxiu06yu,Test_271.,,,,7000000275,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-rl187bs64e,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
112,P-spngycjyfm,Y,NULL,126,L-cvgejpaqq3,Test_272.,,,,7000000276,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-btdzufcz3v,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
113,P-tq3d1eudky,Y,NULL,126,L-s72imefjn8,Test_273.,,,,7000000277,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-8oc29y1gmd,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
114,P-4yk4p26l4l,Y,NULL,126,L-e7yimys6fb,Test_274.,,,,7000000278,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-87y4qoglks,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
115,P-pxtsw8ptt0,Y,NULL,126,L-jegtjp2qsq,Test_275.,,,,7000000279,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-h4g506cp4a,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
116,P-jp2fxjzmmv,Y,NULL,126,L-r04jsxkr9p,Test_276.,,,,7000000280,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-6vngcy5ydk,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
117,P-2mqbv50ecb,Y,NULL,126,L-nem52cu497,Test_277.,,,,7000000281,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-7744myx3h3,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
118,P-k510j8gs0x,Y,NULL,126,L-1mdv7yhnsd,Test_278.,,,,7000000282,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-axnkm3sgfw,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
119,P-iql4m1bm40,Y,NULL,126,L-2f845tmtr1,Test_279.,,,,7000000283,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-rbrj7simci,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
120,P-tl00lhlrz5,Y,NULL,126,L-l2h2xgp7wp,Test_280.,,,,7000000284,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-4cxpbit8gs,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
121,P-5da26rdfb1,Y,NULL,126,L-bxqpdgwsco,Test_281.,,,,7000000285,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-a5mw0hxnjo,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
122,P-90qkhuenx2,Y,NULL,126,L-frygexnt10,Test_282.,,,,7000000286,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-cfn6pvt3u7,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
123,P-pdhrkniere,Y,NULL,126,L-94azkjlevn,Test_283.,,,,7000000287,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-i389qfnvzf,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
124,P-metdiotj45,Y,NULL,126,L-srxcytqcyx,Test_284.,,,,7000000288,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-miigpivbwm,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,Y
125,P-1760yb3xn8,Y,NULL,126,L-8ksz4wum6u,Test_285.,,,,7000000289,,,,Nov 2018 PRO Malls EA Mall Chennai,101,6,NULL,N,NULL,N,NULL,0,N,Y,NULL,,N,N,NULL,NULL,N,N,NULL,3,NULL,L-sqi5uowfek,NULL,8,NULL,Hot,push,Rejected,0.02765,9,1,N,0,0,,0000-00-00 00:00:00,NULL,0,,,,NULL,NULL,NULL,NULL,0,2,NULL,NULL,NULL,NULL,2,0000-00-00 00:00:00,XYZ,AD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,22,0,0,NULL,NULL,NULL,100,1/1/1970,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,NULL,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,R,,6,11/23/2018 11:46,NULL,NULL,11/23/2018 11:46,,N
